DisclosedDate,DisclosedTime,LocalCode,DisclosureNumber,TypeOfDocument,TypeOfCurrentPeriod,CurrentPeriodStartDate,CurrentPeriodEndDate,CurrentFiscalYearStartDate,CurrentFiscalYearEndDate,NextFiscalYearStartDate,NextFiscalYearEndDate,NetSales,OperatingProfit,OrdinaryProfit,Profit,EarningsPerShare,DilutedEarningsPerShare,TotalAssets,Equity,EquityToAssetRatio,BookValuePerShare,CashFlowsFromOperatingActivities,CashFlowsFromInvestingActivities,CashFlowsFromFinancingActivities,CashAndEquivalents,ResultDividendPerShare2ndQuarter,ResultDividendPerShareFiscalYearEnd,ResultDividendPerShareAnnual,ResultTotalDividendPaidAnnual,ResultPayoutRatioAnnual,ForecastDividendPerShare2ndQuarter,ForecastDividendPerShareFiscalYearEnd,ForecastDividendPerShareAnnual,NextYearForecastDividendPerShare2ndQuarter,NextYearForecastDividendPerShareFiscalYearEnd,NextYearForecastDividendPerShareAnnual,NextYearForecastPayoutRatioAnnual,ForecastNetSales2ndQuarter,ForecastOperatingProfit2ndQuarter,ForecastOrdinaryProfit2ndQuarter,ForecastProfit2ndQuarter,ForecastEarningsPerShare2ndQuarter,NextYearForecastNetSales2ndQuarter,NextYearForecastOperatingProfit2ndQuarter,NextYearForecastOrdinaryProfit2ndQuarter,NextYearForecastProfit2ndQuarter,NextYearForecastEarningsPerShare2ndQuarter,ForecastNetSales,ForecastOperatingProfit,ForecastOrdinaryProfit,ForecastProfit,ForecastEarningsPerShare,NextYearForecastNetSales,NextYearForecastOperatingProfit,NextYearForecastOrdinaryProfit,NextYearForecastProfit,NextYearForecastEarningsPerShare,MaterialChangesInSubsidiaries,ChangesBasedOnRevisionsOfAccountingStandard,ChangesOtherThanOnesBasedOnRevisionsOfAccountingStandard,ChangesInAccountingEstimates,RetrospectiveRestatement,NumberOfIssuedAndOutstandingSharesAtTheEndOfFiscalYearIncludingTreasuryStock,NumberOfTreasuryStockAtTheEndOfFiscalYear,AverageNumberOfShares,NonConsolidatedNetSales,NonConsolidatedOperatingProfit,NonConsolidatedOrdinaryProfit,NonConsolidatedProfit,NonConsolidatedEarningsPerShare,NonConsolidatedTotalAssets,NonConsolidatedEquity,NonConsolidatedEquityToAssetRatio,NonConsolidatedBookValuePerShare,ForecastNonConsolidatedNetSales2ndQuarter,ForecastNonConsolidatedOperatingProfit2ndQuarter,ForecastNonConsolidatedOrdinaryProfit2ndQuarter,ForecastNonConsolidatedProfit2ndQuarter,ForecastNonConsolidatedEarningsPerShare2ndQuarter,NextYearForecastNonConsolidatedNetSales2ndQuarter,NextYearForecastNonConsolidatedOrdinaryProfit2ndQuarter,NextYearForecastNonConsolidatedProfit2ndQuarter,NextYearForecastNonConsolidatedEarningsPerShare2ndQuarter,ForecastNonConsolidatedNetSales,ForecastNonConsolidatedOperatingProfit,ForecastNonConsolidatedOrdinaryProfit,ForecastNonConsolidatedProfit,ForecastNonConsolidatedEarningsPerShare,NextYearForecastNonConsolidatedNetSales,NextYearForecastNonConsolidatedOrdinaryProfit,NextYearForecastNonConsolidatedProfit,NextYearForecastNonConsolidatedEarningsPerShare,Code,Name,Sector
2023-01-31 00:00:00+09:00,15:30:00,77350,20230130596628,3QFinancialStatements_Consolidated_JP,3Q,2022-04-01,2022-12-31 00:00:00+09:00,2022-04-01 00:00:00+09:00,2023-03-31 00:00:00+09:00,,,335243000000.0,56655000000.0,57194000000.0,41841000000.0,886.12,863.44,541866000000.0,283705000000.0,0.523,,53654000000.0,-5469000000.0,-20477000000.0,161228000000.0,,,,,,,322.0,322.0,,,,,,,,,,,,,,,460000000000.0,74500000000.0,73000000000.0,50000000000.0,1057.84,,,,,,False,False,False,False,False,50794866.0,3384929.0,47219039.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,7735,ＳＣＲＥＥＮホールディングス,電気機器
2023-01-31 00:00:00+09:00,16:00:00,42720,20230130596047,3QFinancialStatements_Consolidated_JP,3Q,2022-04-01,2022-12-31 00:00:00+09:00,2022-04-01 00:00:00+09:00,2023-03-31 00:00:00+09:00,,,153627000000.0,19062000000.0,20994000000.0,15241000000.0,90.62,90.6,331405000000.0,255714000000.0,0.769,,,,,,20.0,,,,,,20.0,40.0,,,,,,,,,,,,,,,210000000000.0,23800000000.0,26600000000.0,19400000000.0,115.31,,,,,,False,False,False,False,False,170503570.0,2960258.0,168186975.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4272,日本化薬,化学
2023-01-31 00:00:00+09:00,16:00:00,69200,20230131596687,2QFinancialStatements_Consolidated_JP,2Q,2022-07-01,2022-12-31 00:00:00+09:00,2022-07-01 00:00:00+09:00,2023-06-30 00:00:00+09:00,,,55100000000.0,18124000000.0,18108000000.0,13582000000.0,150.61,150.49,241388000000.0,80379000000.0,0.333,891.04,19139000000.0,-18112000000.0,4135000000.0,29209000000.0,52.0,,,,,,77.0,129.0,,,,,,,,,,,,,,,140000000000.0,42000000000.0,42000000000.0,33000000000.0,365.93,,,,,,False,False,False,False,False,94286400.0,4102555.0,90181865.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,6920,レーザーテック,電気機器
2023-02-01 00:00:00+09:00,15:30:00,49800,20230201598406,3QFinancialStatements_Consolidated_JP,3Q,2022-04-01,2022-12-31 00:00:00+09:00,2022-04-01 00:00:00+09:00,2023-03-31 00:00:00+09:00,,,87227000000.0,29300000000.0,27214000000.0,18646000000.0,314.25,312.56,125762000000.0,72018000000.0,0.566,1227.77,,,,,30.0,,,,,,35.0,65.0,,,,,,,,,,,,,,,105000000000.0,31000000000.0,29200000000.0,20000000000.0,329.48,,,,,,False,True,False,False,False,64539000.0,6589229.0,59336426.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4980,デクセリアルズ,化学
2023-02-02 00:00:00+09:00,15:00:00,67580,20230202598836,3QFinancialStatements_Consolidated_IFRS,3Q,2022-04-01,2022-12-31 00:00:00+09:00,2022-04-01 00:00:00+09:00,2023-03-31 00:00:00+09:00,,,8476287000000.0,1079742000000.0,,808968000000.0,654.41,651.11,30872490000000.0,6673775000000.0,0.214,,-81623000000.0,-857523000000.0,99348000000.0,1287980000000.0,35.0,,,,,,40.0,75.0,,,,,,,,,,,,,,,11500000000000.0,1180000000000.0,,870000000000.0,,,,,,,False,False,False,False,,1261081781.0,26391450.0,1236176352.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,6758,ソニーグループ,電気機器
2023-02-02 00:00:00+09:00,15:00:00,69630,20230131597116,3QFinancialStatements_Consolidated_JP,3Q,2022-04-01,2022-12-31 00:00:00+09:00,2022-04-01 00:00:00+09:00,2023-03-31 00:00:00+09:00,,,390158000000.0,75414000000.0,90528000000.0,67947000000.0,692.35,671.16,1082717000000.0,894637000000.0,0.826,,,,,,100.0,,,,,,100.0,200.0,,,,,,,,,,,,,,,520000000000.0,90000000000.0,105000000000.0,80000000000.0,815.15,,,,,,False,False,False,False,False,103000000.0,4857130.0,98141254.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,6963,ローム,電気機器
2023-02-03 00:00:00+09:00,15:00:00,67070,20230202599466,3QFinancialStatements_Consolidated_JP,3Q,2022-04-01,2022-12-31 00:00:00+09:00,2022-04-01 00:00:00+09:00,2023-03-31 00:00:00+09:00,,,163273000000.0,16862000000.0,17314000000.0,6453000000.0,267.28,263.64,290871000000.0,163512000000.0,0.369,,,,,,15.0,,,,,,15.0,30.0,,,,,,,,,,,,,,,222000000000.0,23500000000.0,23000000000.0,8000000000.0,331.4,,,,,,False,True,False,False,False,25098060.0,955257.0,24144542.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,6707,サンケン電気,電気機器
2023-02-06 00:00:00+09:00,11:30:00,42030,20230203500312,3QFinancialStatements_Consolidated_IFRS,3Q,2022-04-01,2022-12-31 00:00:00+09:00,2022-04-01 00:00:00+09:00,2023-03-31 00:00:00+09:00,,,216649000000.0,20013000000.0,,16155000000.0,343.32,,370701000000.0,249346000000.0,0.666,,11850000000.0,-12715000000.0,-22285000000.0,90598000000.0,60.0,,,,,,60.0,120.0,,,,,,,,,,,,,,,286000000000.0,,,20000000000.0,425.03,,,,,,False,False,False,False,,49590478.0,2535593.0,47055274.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4203,住友ベークライト,化学
2023-02-06 00:00:00+09:00,11:30:00,42030,20230203500348,EarnForecastRevision,FY,2022-04-01,2023-03-31 00:00:00+09:00,2022-04-01 00:00:00+09:00,2023-03-31 00:00:00+09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,286000000000.0,,,20000000000.0,425.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4203,住友ベークライト,化学
2023-02-06 00:00:00+09:00,15:00:00,77290,20230123592265,3QFinancialStatements_Consolidated_JP,3Q,2022-04-01,2022-12-31 00:00:00+09:00,2022-04-01 00:00:00+09:00,2023-03-31 00:00:00+09:00,,,103114000000.0,23133000000.0,23669000000.0,15246000000.0,374.88,371.26,204910000000.0,139474000000.0,0.672,,,,,,109.0,,,,,,109.0,218.0,,,,,,,,,,,,,,,145000000000.0,30000000000.0,31100000000.0,22000000000.0,541.0,,,,,,False,False,True,False,False,41894481.0,1207241.0,40671603.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,7729,東京精密,精密機器
2023-02-07 00:00:00+09:00,15:00:00,81540,20230207501862,3QFinancialStatements_Consolidated_JP,3Q,2022-04-01,2022-12-31 00:00:00+09:00,2022-04-01 00:00:00+09:00,2023-03-31 00:00:00+09:00,,,452221000000.0,26006000000.0,26618000000.0,19053000000.0,725.67,,299806000000.0,125192000000.0,0.417,,,,,,100.0,,,,,,120.0,220.0,,,,,,,,,,,,,,,585000000000.0,29500000000.0,30000000000.0,21000000000.0,799.78,,,,,,False,True,False,False,False,28702118.0,2440811.0,26255971.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,8154,加賀電子,商社
2023-02-07 00:00:00+09:00,15:30:00,63150,20230119591282,3QFinancialStatements_Consolidated_JP,3Q,2022-04-01,2022-12-31 00:00:00+09:00,2022-04-01 00:00:00+09:00,2023-03-31 00:00:00+09:00,,,40171000000.0,7513000000.0,7662000000.0,5631000000.0,225.14,,71051000000.0,45389000000.0,0.633,,,,,,0.0,,,,,,40.0,40.0,,,,,,,,,,,,,,,55000000000.0,10300000000.0,10300000000.0,7200000000.0,287.84,,,,,,False,False,False,False,False,25033238.0,13481.0,25013950.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,6315,ＴＯＷＡ,機械
2023-02-07 00:00:00+09:00,15:30:00,63150,20230123592043,EarnForecastRevision,FY,2022-04-01,2023-03-31 00:00:00+09:00,2022-04-01 00:00:00+09:00,2023-03-31 00:00:00+09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55000000000.0,10300000000.0,10300000000.0,7200000000.0,287.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44000000000.0,,4300000000.0,3010000000.0,120.33,,,,,6315,ＴＯＷＡ,機械
2023-02-09 00:00:00+09:00,15:00:00,34360,20230207502776,FYFinancialStatements_Consolidated_JP,FY,2022-01-01,2022-12-31 00:00:00+09:00,2022-01-01 00:00:00+09:00,2022-12-31 00:00:00+09:00,2023-01-01,2023-12-31,441083000000.0,109683000000.0,111339000000.0,70205000000.0,200.49,,892555000000.0,591484000000.0,0.598,1523.71,179462000000.0,-126351000000.0,-23153000000.0,259305000000.0,36.0,45.0,81.0,28363000000.0,0.404,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,False,False,350175139.0,7940.0,350167239.0,367288000000.0,61316000000.0,76443000000.0,60010000000.0,171.38,750304000000.0,463111000000.0,0.617,1322.54,,,,,,,,,,,,,,,,,,,3436,ＳＵＭＣＯ,非鉄・金属
2023-02-09 00:00:00+09:00,15:00:00,67230,20230209504478,FYFinancialStatements_Consolidated_IFRS,FY,2022-01-01,2022-12-31 00:00:00+09:00,2022-01-01 00:00:00+09:00,2022-12-31 00:00:00+09:00,2023-01-01,2023-12-31,1500853000000.0,424170000000.0,,256632000000.0,137.67,134.85,2812272000000.0,1537478000000.0,0.545,853.52,479325000000.0,-97523000000.0,-294770000000.0,336068000000.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,,1958454023.0,161488167.0,1864152116.0,1075144000000.0,350991000000.0,279485000000.0,212647000000.0,114.07,2553295000000.0,940437000000.0,0.365,498.75,,,,,,,,,,,,,,,,,,,6723,ルネサスエレクトロニクス,電気機器
2023-02-09 00:00:00+09:00,15:30:00,80350,20230127595328,3QFinancialStatements_Consolidated_JP,3Q,2022-04-01,2022-12-31 00:00:00+09:00,2022-04-01 00:00:00+09:00,2023-03-31 00:00:00+09:00,,,1650729000000.0,464936000000.0,470229000000.0,352920000000.0,2263.31,2254.03,2092760000000.0,1434398000000.0,0.68,,,,,,857.0,,,,,,731.0,1588.0,,,,,,,,,,,,,,,2170000000000.0,580000000000.0,584000000000.0,433000000000.0,2776.15,,,,,,False,False,False,False,False,157210911.0,1120645.0,155931429.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,8035,東京エレクトロン,電気機器
2023-02-10 00:00:00+09:00,12:00:00,46260,20230209504487,3QFinancialStatements_Consolidated_JP,3Q,2022-04-01,2022-12-31 00:00:00+09:00,2022-04-01 00:00:00+09:00,2023-03-31 00:00:00+09:00,,,76772000000.0,14269000000.0,13910000000.0,10320000000.0,184.09,,190135000000.0,91350000000.0,0.48,1638.34,,,,,37.0,,,,,,37.0,74.0,,,,,,,,,,,,,,,109400000000.0,19000000000.0,18800000000.0,12800000000.0,227.96,,,,,,False,True,False,False,False,58185501.0,2429290.0,56059766.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4626,太陽ホールディングス,化学
2023-02-10 00:00:00+09:00,13:00:00,44010,20230209505426,3QFinancialStatements_Consolidated_JP,3Q,2022-04-01,2022-12-31 00:00:00+09:00,2022-04-01 00:00:00+09:00,2023-03-31 00:00:00+09:00,,,296184000000.0,23760000000.0,24333000000.0,14684000000.0,142.84,,500443000000.0,306483000000.0,0.516,,,,,,35.0,,,,,,35.0,70.0,,,,,,,,,,,,,,,403000000000.0,32000000000.0,32000000000.0,19000000000.0,185.25,,,,,,False,False,True,False,False,103768142.0,1204638.0,102803503.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4401,ＡＤＥＫＡ,化学
2023-02-13 00:00:00+09:00,15:00:00,41860,20230201597793,FYFinancialStatements_Consolidated_JP,FY,2022-01-01,2022-12-31 00:00:00+09:00,2022-01-01 00:00:00+09:00,2022-12-31 00:00:00+09:00,2023-01-01,2023-12-31,175434000000.0,30181000000.0,30966000000.0,19693000000.0,489.56,488.81,238075000000.0,180960000000.0,0.713,4214.27,18991000000.0,-12383000000.0,-8610000000.0,40856000000.0,78.0,82.0,160.0,6469000000.0,0.327,,,,82.0,82.0,164.0,0.342,,,,,,89000000000.0,14800000000.0,15100000000.0,7900000000.0,196.01,,,,,,187500000000.0,31000000000.0,31600000000.0,19400000000.0,479.86,False,True,False,False,False,42600000.0,2321258.0,40226781.0,99617000000.0,15709000000.0,20363000000.0,15819000000.0,393.25,175185000000.0,137292000000.0,0.783,3404.22,,,,,,,,,,,,,,,,,,,4186,東京応化工業,化学
2023-02-13 00:00:00+09:00,15:00:00,67280,20230209505198,2QFinancialStatements_Consolidated_JP,2Q,2022-07-01,2022-12-31 00:00:00+09:00,2022-07-01 00:00:00+09:00,2023-06-30 00:00:00+09:00,,,111360000000.0,10465000000.0,11779000000.0,9334000000.0,189.53,,341355000000.0,196459000000.0,0.558,,-2420000000.0,-5998000000.0,-7976000000.0,89536000000.0,,,,,,,123.0,123.0,,,,,,,,,,,,,,,230000000000.0,24000000000.0,27500000000.0,20000000000.0,406.1,,,,,,True,True,False,False,False,49355938.0,106983.0,49248959.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,6728,アルバック,電気機器
2023-02-14 00:00:00+09:00,15:30:00,68900,20230213509754,3QFinancialStatements_Consolidated_JP,3Q,2022-04-01,2022-12-31 00:00:00+09:00,2022-04-01 00:00:00+09:00,2023-03-31 00:00:00+09:00,,,155690000000.0,26743000000.0,35281000000.0,23737000000.0,518.21,506.07,421896000000.0,259247000000.0,0.453,4083.88,,,,,50.0,,,,,,50.0,100.0,,,,,,,,,,,,,,,200000000000.0,34000000000.0,40000000000.0,25000000000.0,542.73,,,,,,False,True,False,False,False,46942367.0,94269.0,45806551.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,6890,フェローテックホールディングス,電気機器
2023-03-15 00:00:00+09:00,15:00:00,43690,20230224517699,FYFinancialStatements_Consolidated_JP,FY,2022-02-01,2023-01-31 00:00:00+09:00,2022-02-01 00:00:00+09:00,2023-01-31 00:00:00+09:00,2023-02-01,2024-01-31,13803000000.0,3504000000.0,6186000000.0,4832000000.0,148.7,,32115000000.0,25876000000.0,0.806,796.26,6392000000.0,-1557000000.0,-1703000000.0,11137000000.0,0.0,30.0,30.0,974000000.0,0.202,,,,0.0,30.0,30.0,0.229,,,,,,7100000000.0,1620000000.0,2410000000.0,1870000000.0,57.54,,,,,,15400000000.0,3500000000.0,5450000000.0,4250000000.0,130.78,False,True,False,False,False,32498640.0,1702.0,32497014.0,13613000000.0,3879000000.0,8070000000.0,6557000000.0,201.78,29014000000.0,23140000000.0,0.798,712.09,,,,,,,,,,,,,,,,,,,4369,トリケミカル研究所,化学
2023-03-17 00:00:00+09:00,17:00:00,46260,20230317532542,EarnForecastRevision,FY,2022-04-01,2023-03-31 00:00:00+09:00,2022-04-01 00:00:00+09:00,2023-03-31 00:00:00+09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97000000000.0,15100000000.0,14600000000.0,10100000000.0,180.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4626,太陽ホールディングス,化学
2023-03-17 00:00:00+09:00,17:00:00,46260,20230317532720,DividendForecastRevision,FY,2022-04-01,2023-03-31 00:00:00+09:00,2022-04-01 00:00:00+09:00,2023-03-31 00:00:00+09:00,,,,,,,,,,,,,,,,,,,,,,,52.0,89.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4626,太陽ホールディングス,化学
2023-04-11 00:00:00+09:00,15:00:00,63230,20230410544554,FYFinancialStatements_Consolidated_JP,FY,2022-03-01,2023-02-28 00:00:00+09:00,2022-03-01 00:00:00+09:00,2023-02-28 00:00:00+09:00,2023-03-01,2024-02-29,94518000000.0,26418000000.0,30344000000.0,21384000000.0,1237.42,1235.1,126482000000.0,74795000000.0,0.539,3947.79,-1920000000.0,-5151000000.0,10742000000.0,28292000000.0,0.0,135.0,135.0,2332000000.0,0.109,,,,0.0,135.0,135.0,0.151,,,,,,43127000000.0,10673000000.0,10643000000.0,7633000000.0,433.29,,,,,,88026000000.0,21619000000.0,21553000000.0,15718000000.0,892.13,False,True,False,False,False,17640000.0,358747.0,17281298.0,62910000000.0,12368000000.0,13937000000.0,9686000000.0,560.5,74029000000.0,37321000000.0,0.503,2154.72,,,,,,,,,,,,,,,,,,,6323,ローツェ,機械
2023-04-20 00:00:00+09:00,15:00:00,44010,20230419549555,EarnForecastRevision,FY,2022-04-01,2023-03-31 00:00:00+09:00,2022-04-01 00:00:00+09:00,2023-03-31 00:00:00+09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,403000000000.0,31000000000.0,31000000000.0,15000000000.0,145.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4401,ＡＤＥＫＡ,化学
2023-04-20 00:00:00+09:00,16:00:00,61460,20230418548908,FYFinancialStatements_Consolidated_JP,FY,2022-04-01,2023-03-31 00:00:00+09:00,2022-04-01 00:00:00+09:00,2023-03-31 00:00:00+09:00,2023-04-01,2024-03-31,284135000000.0,110413000000.0,112338000000.0,82891000000.0,765.47,762.98,468797000000.0,348041000000.0,0.74,3202.14,81783000000.0,-13077000000.0,-32090000000.0,163053000000.0,282.0,634.0,916.0,33066000000.0,0.399,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,108317313.0,15285.0,108288654.0,234413000000.0,89480000000.0,106669000000.0,81834000000.0,755.71,405778000000.0,302853000000.0,0.744,2787.17,,,,,,,,,,,,,,,,,,,6146,ディスコ,精密機器
2023-04-24 00:00:00+09:00,11:30:00,42030,20230421550851,DividendForecastRevision,FY,2022-04-01,2023-03-31 00:00:00+09:00,2022-04-01 00:00:00+09:00,2023-03-31 00:00:00+09:00,,,,,,,,,,,,,,,,,,,,,,,70.0,130.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4203,住友ベークライト,化学
2023-04-25 00:00:00+09:00,16:30:00,42720,20230425552273,EarnForecastRevision,FY,2022-04-01,2023-03-31 00:00:00+09:00,2022-04-01 00:00:00+09:00,2023-03-31 00:00:00+09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198400000000.0,21500000000.0,23000000000.0,15100000000.0,90.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4272,日本化薬,化学
2023-04-26 00:00:00+09:00,15:00:00,68570,20230425552430,FYFinancialStatements_Consolidated_IFRS,FY,2022-04-01,2023-03-31 00:00:00+09:00,2022-04-01 00:00:00+09:00,2023-03-31 00:00:00+09:00,2023-04-01,2024-03-31,560191000000.0,167687000000.0,,130400000000.0,697.41,694.7,600224000000.0,368694000000.0,0.614,2002.43,70224000000.0,-26706000000.0,-77434000000.0,85537000000.0,65.0,70.0,135.0,25057000000.0,0.194,,,,,,,,,,,,,,,,,,,,,,,480000000000.0,105000000000.0,,78000000000.0,,False,False,False,False,,191542265.0,7328226.0,186978031.0,482576000000.0,134083000000.0,150368000000.0,115834000000.0,619.26,533860000000.0,305989000000.0,0.572,1658.61,,,,,,,,,,,,,,,,,,,6857,アドバンテスト,電気機器
2023-04-27 00:00:00+09:00,15:00:00,40630,20230427554009,FYFinancialStatements_Consolidated_JP,FY,2022-04-01,2023-03-31 00:00:00+09:00,2022-04-01 00:00:00+09:00,2023-03-31 00:00:00+09:00,2023-04-01,2024-03-31,2808824000000.0,998202000000.0,1020211000000.0,708238000000.0,347.84,347.61,4730394000000.0,4026209000000.0,0.818,1918.37,788013000000.0,-186488000000.0,-423559000000.0,1247344000000.0,225.0,275.0,500.0,202469000000.0,0.287,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,False,False,2024122965.0,6576200.0,2036096654.0,799346000000.0,186327000000.0,265224000000.0,216344000000.0,106.25,1342714000000.0,705368000000.0,0.523,347.92,,,,,,,,,,,,,,,,,,,4063,信越化学工業,化学
2023-04-27 00:00:00+09:00,15:00:00,67230,20230427554416,1QFinancialStatements_Consolidated_IFRS,1Q,2023-01-01,2023-03-31 00:00:00+09:00,2023-01-01 00:00:00+09:00,2023-12-31 00:00:00+09:00,,,359374000000.0,123265000000.0,,105211000000.0,58.5,57.53,2840835000000.0,1661136000000.0,0.583,,71403000000.0,-17638000000.0,-31176000000.0,361432000000.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,,1958454023.0,158896378.0,1798535567.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,6723,ルネサスエレクトロニクス,電気機器
2023-04-27 00:00:00+09:00,18:00:00,27600,20230427555282,FYFinancialStatements_Consolidated_JP,FY,2022-04-01,2023-03-31 00:00:00+09:00,2022-04-01 00:00:00+09:00,2023-03-31 00:00:00+09:00,2023-04-01,2024-03-31,240350000000.0,14227000000.0,12478000000.0,8778000000.0,884.49,,143452000000.0,38997000000.0,0.264,3804.45,-12185000000.0,-199000000.0,13746000000.0,6442000000.0,145.0,210.0,355.0,3708000000.0,0.401,,,,140.0,70.0,,0.412,,,,,,107800000000.0,,5000000000.0,3550000000.0,356.84,,,,,,230000000000.0,,12000000000.0,8450000000.0,283.12,False,False,False,False,False,10445500.0,496966.0,9924852.0,205553000000.0,12553000000.0,10884000000.0,7654000000.0,771.25,129086000000.0,30280000000.0,0.235,3043.72,,,,,,,,,,,,,,,,,,,2760,東京エレクトロン　デバイス,商社
2023-04-28 00:00:00+09:00,09:00:00,40430,20230322534038,FYFinancialStatements_Consolidated_JP,FY,2022-04-01,2023-03-31 00:00:00+09:00,2022-04-01 00:00:00+09:00,2023-03-31 00:00:00+09:00,2023-04-01,2024-03-31,351790000000.0,14336000000.0,14783000000.0,9364000000.0,130.15,,478342000000.0,241602000000.0,0.48,3189.01,-11800000000.0,-33757000000.0,30151000000.0,67556000000.0,35.0,35.0,70.0,5040000000.0,0.538,,,,35.0,35.0,70.0,0.229,,,,,,,,,,,,,,,,380000000000.0,30000000000.0,30000000000.0,22000000000.0,305.77,True,True,False,False,False,72088327.0,137882.0,71951091.0,260763000000.0,2000000000.0,2735000000.0,1433000000.0,19.93,385901000000.0,165770000000.0,0.43,2303.96,,,,,,,,,,,,,,,,,,,4043,トクヤマ,化学
2023-04-28 00:00:00+09:00,15:00:00,65260,20230427555270,FYFinancialStatements_Consolidated_JP,FY,2022-04-01,2023-03-31 00:00:00+09:00,2022-04-01 00:00:00+09:00,2023-03-31 00:00:00+09:00,2023-04-01,2024-03-31,192767000000.0,21711000000.0,23440000000.0,19763000000.0,587.02,557.46,193945000000.0,109864000000.0,0.566,3262.93,18019000000.0,-19725000000.0,-333000000.0,45136000000.0,0.0,210.0,210.0,7070000000.0,0.358,,,,105.0,105.0,210.0,0.404,,,,,,,,,,,,,,,,200000000000.0,22500000000.0,22500000000.0,17500000000.0,519.8,False,True,False,False,False,33666666.0,,33666666.0,191830000000.0,18986000000.0,21393000000.0,18078000000.0,536.99,184664000000.0,103351000000.0,0.56,3069.48,,,,,,,,,,,,,,,,,,,6526,ソシオネクスト,電気機器
2023-04-28 00:00:00+09:00,15:00:00,67580,20230428556155,FYFinancialStatements_Consolidated_IFRS,FY,2022-04-01,2023-03-31 00:00:00+09:00,2022-04-01 00:00:00+09:00,2023-03-31 00:00:00+09:00,2023-04-01,2024-03-31,11539837000000.0,1208206000000.0,,937126000000.0,758.38,754.95,32041222000000.0,7288322000000.0,0.226,5856.4,314691000000.0,-1052664000000.0,84300000000.0,1480900000000.0,35.0,40.0,75.0,92720000000.0,0.099,,,,40.0,,,,,,,,,,,,,,,,,,,11500000000000.0,1170000000000.0,,840000000000.0,,False,False,False,False,,1261081781.0,26584221.0,1235700843.0,490890000000.0,297091000000.0,312705000000.0,316913000000.0,256.46,5225223000000.0,3240662000000.0,0.614,2600.29,,,,,,,,,,,,,,,,,,,6758,ソニーグループ,電気機器
2023-04-28 00:00:00+09:00,16:00:00,69200,20230428555751,3QFinancialStatements_Consolidated_JP,3Q,2022-07-01,2023-03-31 00:00:00+09:00,2022-07-01 00:00:00+09:00,2023-06-30 00:00:00+09:00,,,79430000000.0,27472000000.0,27975000000.0,20716000000.0,229.72,229.53,263247000000.0,82917000000.0,0.315,919.19,33873000000.0,-19888000000.0,-10555000000.0,27937000000.0,52.0,,,,,,77.0,129.0,,,,,,,,,,,,,,,140000000000.0,42000000000.0,42000000000.0,33000000000.0,365.93,,,,,,False,False,False,False,False,94286400.0,4102555.0,90182515.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,6920,レーザーテック,電気機器
